"SITECODE","SYEAR","PLOTPID","SDATE","PEDATE","LANDUSE","SLOPE","ASPECT","SLOPEFORM","NVCCLASS"
"T08",2006,72,11-JUL-06,11-JUL-06,"",,,"",""
"T08",2006,173,11-JUL-06,11-JUL-06,"",,,"",""
"T08",2006,194,11-JUL-06,11-JUL-06,"",,,"",""
"T08",2006,32,11-JUL-06,11-JUL-06,"",,,"",""
"T08",2006,401,12-JUL-06,12-JUL-06,"",,,"",""
"T08",2006,239,12-JUL-06,12-JUL-06,"",,,"",""
"T08",2006,61,12-JUL-06,12-JUL-06,"",,,"",""
"T10",2006,208,12-JUL-06,12-JUL-06,"",,,"",""
"T10",2006,148,12-JUL-06,12-JUL-06,"",,,"",""
"T10",2006,56,12-JUL-06,12-JUL-06,"",,,"",""
"T07",2006,308,14-JUL-06,14-JUL-06,"16",10,282,"2",""
"T08",2006,416,17-JUL-06,17-JUL-06,"",,,"",""
"T07",2006,47,18-JUL-06,18-JUL-06,"16",18,117,"3",""
"T07",2006,59,18-JUL-06,18-JUL-06,"16",22,120,"3",""
"T07",2006,278,19-JUL-06,19-JUL-06,"16",9,324,"2",""
"T07",2006,151,19-JUL-06,19-JUL-06,"16",11,178,"1",""
"T07",2006,436,20-JUL-06,20-JUL-06,"16",4,0,"2",""
"T08",2006,421,21-JUL-06,21-JUL-06,"",,,"",""
"T07",2006,451,21-JUL-06,21-JUL-06,"16",32,278,"2",""
"T08",2006,327,21-JUL-06,21-JUL-06,"",,,"",""
"T08",2006,420,21-JUL-06,21-JUL-06,"",,,"",""
"T08",2006,168,21-JUL-06,21-JUL-06,"",,,"",""
"T11",2006,914,08-AUG-06,08-AUG-06,"",,,"",""
"T11",2006,913,08-AUG-06,08-AUG-06,"",,,"",""
"T11",2006,910,08-AUG-06,08-AUG-06,"",,,"",""
"T11",2006,916,09-AUG-06,09-AUG-06,"",,,"",""
"T11",2006,904,09-AUG-06,09-AUG-06,"",,,"",""
"T11",2006,901,09-AUG-06,09-AUG-06,"",,,"",""
"T11",2006,902,09-AUG-06,09-AUG-06,"",,,"",""
"T11",2006,903,09-AUG-06,09-AUG-06,"",,,"",""
"T11",2006,912,10-AUG-06,10-AUG-06,"",,,"",""
"T11",2006,909,10-AUG-06,10-AUG-06,"",,,"",""
"T11",2006,906,10-AUG-06,10-AUG-06,"",,,"",""
"T11",2006,905,10-AUG-06,10-AUG-06,"",,,"",""
"T11",2006,915,10-AUG-06,10-AUG-06,"",,,"",""
"T11",2006,917,10-AUG-06,10-AUG-06,"",,,"",""
"T10",2006,3,17-AUG-06,17-AUG-06,"",,,"",""
"T10",2006,47,17-AUG-06,17-AUG-06,"",,,"",""
"T10",2006,269,17-AUG-06,17-AUG-06,"",,,"",""
"T10",2006,256,17-AUG-06,17-AUG-06,"",,,"",""
"T10",2006,999,17-AUG-06,17-AUG-06,"",,,"",""
"T10",2006,99,17-AUG-06,17-AUG-06,"",,,"",""
"T10",2006,219,17-AUG-06,17-AUG-06,"",,,"",""
"T10",2006,32,21-AUG-06,21-AUG-06,"",,,"",""
"T10",2006,28,21-AUG-06,21-AUG-06,"",,,"",""
"T10",2006,11,21-AUG-06,21-AUG-06,"",,,"",""
"T05",2006,1,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,7,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,13,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,14,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,15,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,18,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,19,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,20,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,22,23-AUG-06,23-AUG-06,"",,,"",""
"T05",2006,23,23-AUG-06,23-AUG-09,"",,,"",""
"T02",2006,439,04-SEP-06,04-SEP-06,"18",5,84,"1",""
"T12",2006,92,04-SEP-06,04-SEP-06,"",,,"",""
"T12",2006,74,04-SEP-06,04-SEP-06,"",,,"",""
"T12",2006,41,04-SEP-06,04-SEP-06,"",,,"",""
"T12",2006,7,04-SEP-06,04-SEP-06,"",,,"",""
"T02",2006,434,04-SEP-06,04-SEP-06,"15",13,170,"2",""
"T02",2006,443,04-SEP-06,04-SEP-06,"15",15,161,"2",""
"T02",2006,441,04-SEP-06,04-SEP-06,"18",6,170,"2",""
"T12",2006,349,05-SEP-06,05-SEP-06,"",,,"",""
"T12",2006,134,05-SEP-06,05-SEP-06,"",,,"",""
"T12",2006,280,05-SEP-06,05-SEP-06,"",,,"",""
"T12",2006,149,06-SEP-06,06-SEP-06,"",,,"",""
"T12",2006,2,06-SEP-06,06-SEP-06,"",,,"",""
"T12",2006,331,06-SEP-06,06-SEP-06,"",,,"",""
"T12",2006,269,06-SEP-06,06-SEP-06,"",,,"",""
"T12",2006,321,06-SEP-06,06-SEP-06,"",,,"",""
"T12",2006,245,06-SEP-06,06-SEP-06,"",,,"",""
"T02",2006,436,11-SEP-06,11-SEP-06,"15",16,280,"2",""
"T02",2006,442,11-SEP-06,11-SEP-06,"18",7,330,"2",""
"T02",2006,437,11-SEP-06,11-SEP-06,"3",25,180,"1",""
"T02",2006,435,11-SEP-06,11-SEP-06,"15",20,280,"2",""
"T02",2006,440,12-SEP-06,12-SEP-06,"2",5,63,"2",""
"T02",2006,438,12-SEP-06,12-SEP-06,"3",14,302,"2",""
"T02",2006,396,19-SEP-06,19-SEP-06,"2",16,114,"2",""
"T02",2006,384,19-SEP-06,19-SEP-06,"2",13,300,"2",""
"T02",2006,424,19-SEP-06,19-SEP-06,"15",15,293,"1",""
"T02",2006,428,19-SEP-06,19-SEP-06,"2",12,285,"2",""
"T09",2006,422,20-SEP-06,20-SEP-06,"",,,"",""
"T09",2006,414,20-SEP-06,20-SEP-06,"",,,"",""
"T09",2006,417,20-SEP-06,20-SEP-06,"",,,"",""
"T09",2006,403,20-SEP-06,20-SEP-06,"",,,"",""
"T09",2006,407,20-SEP-06,20-SEP-06,"",,,"",""
"T09",2006,425,20-SEP-06,20-SEP-06,"",,,"",""
"T09",2006,426,20-SEP-06,20-SEP-06,"",,,"",""
"T09",2006,434,21-SEP-06,21-SEP-06,"",,,"",""
"T09",2006,428,21-SEP-06,21-SEP-06,"",,,"",""
"T09",2006,424,21-SEP-06,21-SEP-06,"",,,"",""
"T09",2006,449,21-SEP-06,21-SEP-06,"",,,"",""
"T09",2006,421,21-SEP-06,21-SEP-06,"",,,"",""
"T09",2006,419,21-SEP-06,21-SEP-06,"",,,"",""
"T09",2006,418,21-SEP-06,21-SEP-06,"",,,"",""
"T06",2006,8,22-SEP-06,22-SEP-06,"",,,"",""
"T06",2006,7,22-SEP-06,22-SEP-06,"",,,"",""
"T06",2006,16,22-SEP-06,22-SEP-06,"",,,"",""
"T06",2006,15,22-SEP-06,22-SEP-06,"",,,"",""
"T06",2006,14,22-SEP-06,22-SEP-06,"",,,"",""
"T06",2006,13,22-SEP-06,22-SEP-06,"",,,"",""
"T06",2006,17,22-SEP-06,22-SEP-06,"",,,"",""
"T06",2006,18,22-SEP-06,22-SEP-06,"",,,"",""
"T04",2007,800,27-JUN-07,,"",,,"",""
"T04",2007,226,28-JUN-07,,"",,,"",""
"T04",2007,509,28-JUN-07,,"",,,"",""
"T04",2007,206,28-JUN-07,,"",,,"",""
"T04",2007,507,28-JUN-07,,"",,,"",""
"T04",2007,1,29-JUN-07,,"",,,"",""
"T04",2007,21,29-JUN-07,,"",,,"",""
"T04",2007,13,29-JUN-07,,"",,,"",""
"T04",2007,449,03-JUL-07,,"",,,"",""
"T04",2007,411,03-JUL-07,,"",,,"",""
"T04",2007,371,03-JUL-07,,"",,,"",""
"T04",2007,247,04-JUL-07,,"",,,"",""
"T04",2007,251,04-JUL-07,,"",,,"",""
"T04",2007,254,04-JUL-07,,"",,,"",""
"T04",2007,444,04-JUL-07,,"",,,"",""
"T04",2007,450,04-JUL-07,,"",,,"",""
"T04",2007,611,04-JUL-07,,"",,,"",""
"T07",2007,6,05-JUL-07,05-JUL-07,"15",6,127,"2",""
"T07",2007,1,05-JUL-07,05-JUL-07,"15",3,142,"2",""
"T07",2007,30,05-JUL-07,05-JUL-07,"15",4,255,"2",""
"T04",2007,78,06-JUL-07,,"",,,"",""
"T04",2007,502,06-JUL-07,,"",,,"",""
"T04",2007,71,06-JUL-07,,"",,,"",""
"T04",2007,501,07-JUL-07,,"",,,"",""
"T04",2007,500,07-JUL-07,,"",,,"",""
"T04",2007,61,07-JUL-07,,"",,,"",""
"T04",2007,19,07-JUL-07,,"",,,"",""
"T07",2007,278,09-JUL-07,09-JUL-07,"16",9,324,"2",""
"T07",2007,277,09-JUL-07,09-JUL-07,"16",3,284,"2",""
"T08",2007,61,10-JUL-07,,"",,,"",""
"T08",2007,327,10-JUL-07,,"",,,"",""
"T07",2007,308,10-JUL-07,10-JUL-07,"16",10,282,"2",""
"T08",2007,420,10-JUL-07,,"",,,"",""
"T07",2007,47,10-JUL-07,10-JUL-07,"16",18,117,"3",""
"T08",2007,421,10-JUL-07,,"",,,"",""
"T07",2007,151,11-JUL-07,11-JUL-07,"16",11,178,"1",""
"T07",2007,59,11-JUL-07,11-JUL-07,"16",22,120,"3",""
"T08",2007,239,12-JUL-07,,"",,,"",""
"T08",2007,416,12-JUL-07,,"",,,"",""
"T08",2007,401,12-JUL-07,,"",,,"",""
"T08",2007,168,12-JUL-07,,"",,,"",""
"T08",2007,173,12-JUL-07,,"",,,"",""
"T07",2007,451,16-JUL-07,16-JUL-07,"16",32,278,"2",""
"T07",2007,436,16-JUL-07,16-JUL-07,"16",4,0,"2",""
"T08",2007,72,17-JUL-07,,"",,,"",""
"T08",2007,32,17-JUL-07,,"",,,"",""
"T08",2007,194,17-JUL-07,,"",,,"",""
"T05",2007,1,19-JUL-07,,"",,,"",""
"T05",2007,7,19-JUL-07,,"",,,"",""
"T05",2007,13,19-JUL-07,,"",,,"",""
"T05",2007,14,19-JUL-07,,"",,,"",""
"T05",2007,15,19-JUL-07,,"",,,"",""
"T05",2007,18,19-JUL-07,,"",,,"",""
"T05",2007,19,19-JUL-07,,"",,,"",""
"T05",2007,20,19-JUL-07,,"",,,"",""
"T05",2007,21,19-JUL-07,,"",,,"",""
"T05",2007,22,19-JUL-07,,"",,,"",""
"T05",2007,23,19-JUL-07,,"",,,"",""
"T12",2007,2,24-JUL-07,,"",,,"",""
"T11",2007,916,24-JUL-07,,"",,,"",""
"T11",2007,915,24-JUL-07,,"",,,"",""
"T11",2007,902,24-JUL-07,,"",,,"",""
"T11",2007,901,24-JUL-07,,"",,,"",""
"T12",2007,245,24-JUL-07,,"",,,"",""
"T12",2007,149,24-JUL-07,,"",,,"",""
"T12",2007,134,24-JUL-07,,"",,,"",""
"T11",2007,912,25-JUL-07,,"",,,"",""
"T11",2007,904,25-JUL-07,,"",,,"",""
"T11",2007,917,25-JUL-07,,"",,,"",""
"T11",2007,909,25-JUL-07,,"",,,"",""
"T11",2007,910,25-JUL-07,,"",,,"",""
"T12",2007,349,25-JUL-07,,"",,,"",""
"T11",2007,903,25-JUL-07,,"",,,"",""
"T12",2007,335,25-JUL-07,,"",,,"",""
"T12",2007,321,25-JUL-07,,"",,,"",""
"T12",2007,280,25-JUL-07,,"",,,"",""
"T11",2007,905,26-JUL-07,,"",,,"",""
"T12",2007,74,26-JUL-07,,"",,,"",""
"T12",2007,92,26-JUL-07,,"",,,"",""
"T11",2007,914,26-JUL-07,,"",,,"",""
"T11",2007,913,26-JUL-07,,"",,,"",""
"T11",2007,906,26-JUL-07,,"",,,"",""
"T12",2007,7,26-JUL-07,,"",,,"",""
"T12",2007,41,26-JUL-07,,"",,,"",""
"T12",2007,269,27-JUL-07,,"",,,"",""
"T12",2007,331,28-JUL-07,,"",,,"",""
"T08",2007,422,13-AUG-07,13-AUG-07,"",,,"",""
"T08",2007,423,13-AUG-07,13-AUG-07,"",,,"",""
"T10",2007,999,20-AUG-07,,"",,,"",""
"T10",2007,269,20-AUG-07,,"",,,"",""
"T10",2007,256,20-AUG-07,,"",,,"",""
"T10",2007,219,20-AUG-07,,"",,,"",""
"T10",2007,56,20-AUG-07,,"",,,"",""
"T10",2007,99,20-AUG-07,,"",,,"",""
"T10",2007,208,21-AUG-07,,"",,,"",""
"T10",2007,148,21-AUG-07,,"",,,"",""
"T10",2007,47,21-AUG-07,,"",,,"",""
"T10",2007,32,21-AUG-07,,"",,,"",""
"T10",2007,28,21-AUG-07,,"",,,"",""
"T10",2007,3,21-AUG-07,,"",,,"",""
"T10",2007,11,21-AUG-07,,"",,,"",""
"T02",2007,443,03-SEP-07,03-SEP-07,"15",15,161,"2",""
"T02",2007,439,03-SEP-07,03-SEP-07,"18",5,84,"1",""
"T02",2007,434,03-SEP-07,03-SEP-07,"15",13,170,"2",""
"T02",2007,442,04-SEP-07,04-SEP-07,"18",7,330,"2",""
"T02",2007,435,04-SEP-07,04-SEP-07,"15",20,280,"2",""
"T02",2007,436,04-SEP-07,04-SEP-07,"15",16,280,"2",""
"T02",2007,437,04-SEP-07,04-SEP-07,"3",25,180,"1",""
"T02",2007,441,04-SEP-07,04-SEP-07,"18",6,170,"2",""
"T02",2007,440,06-SEP-07,06-SEP-07,"2",5,63,"2",""
"T02",2007,438,06-SEP-07,06-SEP-07,"3",14,302,"2",""
"T11",2007,918,10-SEP-07,10-SEP-07,"16",25,336,"3","U4e"
"T09",2007,434,10-SEP-07,,"",,,"",""
"T09",2007,428,10-SEP-07,,"",,,"",""
"T09",2007,424,10-SEP-07,,"",,,"",""
"T09",2007,421,10-SEP-07,,"",,,"",""
"T09",2007,419,10-SEP-07,,"",,,"",""
"T09",2007,418,10-SEP-07,,"",,,"",""
"T09",2007,426,11-SEP-07,,"",,,"",""
"T09",2007,422,11-SEP-07,,"",,,"",""
"T09",2007,425,11-SEP-07,,"",,,"",""
"T09",2007,449,11-SEP-07,,"",,,"",""
"T09",2007,417,11-SEP-07,,"",,,"",""
"T09",2007,414,11-SEP-07,,"",,,"",""
"T09",2007,407,11-SEP-07,,"",,,"",""
"T09",2007,403,11-SEP-07,,"",,,"",""
"T06",2007,15,12-SEP-07,,"",,,"",""
"T06",2007,16,12-SEP-07,,"",,,"",""
"T06",2007,17,12-SEP-07,,"",,,"",""
"T06",2007,18,12-SEP-07,,"",,,"",""
"T02",2007,384,12-SEP-07,12-SEP-07,"2",13,300,"2",""
"T02",2007,396,12-SEP-07,12-SEP-07,"2",16,114,"2",""
"T02",2007,424,12-SEP-07,12-SEP-07,"15",15,293,"1",""
"T02",2007,428,12-SEP-07,12-SEP-07,"2",12,285,"2",""
"T06",2007,7,12-SEP-07,,"",,,"",""
"T06",2007,8,12-SEP-07,,"",,,"",""
"T06",2007,13,12-SEP-07,,"",,,"",""
"T06",2007,14,12-SEP-07,,"",,,"",""
"T11",2007,908,18-SEP-07,18-SEP-07,"15",15,95,"3","H21a"
"T11",2007,907,20-SEP-07,20-SEP-07,"15",15,220,"3","H21a"
"T10",2008,269,06-MAY-08,06-MAY-08,"",,,"",""
"T10",2008,249,06-MAY-08,06-MAY-08,"",,,"",""
"T10",2008,555,09-MAY-08,09-MAY-08,"",,,"",""
"T10",2008,247,09-MAY-08,09-MAY-08,"",,,"",""
"T10",2008,261,09-MAY-08,09-MAY-08,"",,,"",""
"T10",2008,208,09-MAY-08,09-MAY-08,"",,,"",""
"T10",2008,288,14-MAY-08,14-MAY-08,"",,,"",""
"T10",2008,287,14-MAY-08,14-MAY-08,"",,,"",""
"T10",2008,777,14-MAY-08,14-MAY-08,"",,,"",""
"T10",2008,256,14-MAY-08,14-MAY-08,"",,,"",""
"T10",2008,888,14-MAY-08,14-MAY-08,"",,,"",""
"T10",2008,999,14-MAY-08,14-MAY-08,"",,,"",""
"T10",2008,237,15-MAY-08,15-MAY-08,"",,,"",""
"T10",2008,277,15-MAY-08,15-MAY-08,"",,,"",""
"T09",2008,403,02-JUN-08,02-JUN-08,"12",3,315,"2",""
"T09",2008,402,02-JUN-08,,"12",0,0,"2",""
"T09",2008,433,04-JUN-08,04-JUN-08,"12",5,180,"2",""
"T09",2008,434,04-JUN-08,04-JUN-08,"12",0,0,"3",""
"T09",2008,437,04-JUN-08,04-JUN-08,"12",2,225,"2",""
"T09",2008,503,04-JUN-08,04-JUN-08,"11",0,0,"3",""
"T09",2008,429,04-JUN-08,04-JUN-08,"12",6,180,"2",""
"T09",2008,431,04-JUN-08,04-JUN-08,"12",2,135,"2",""
"T09",2008,442,05-JUN-08,05-JUN-08,"11",0,0,"3",""
"T09",2008,438,05-JUN-08,05-JUN-08,"11",0,0,"2",""
"T09",2008,420,06-JUN-08,06-JUN-08,"13",1,315,"2",""
"T09",2008,422,06-JUN-08,06-JUN-08,"12",0,0,"2",""
"T09",2008,445,09-JUN-08,09-JUN-08,"11",0,0,"3",""
"T09",2008,450,09-JUN-08,09-JUN-08,"12",8,511,"2",""
"T09",2008,505,09-JUN-08,09-JUN-08,"11",1,242,"2",""
"T09",2008,504,09-JUN-08,09-JUN-08,"12",2,270,"2",""
"T09",2008,501,10-JUN-08,10-JUN-08,"12",6,135,"2",""
"T09",2008,500,10-JUN-08,10-JUN-08,"12",2,180,"2",""
"T03",2008,331,11-JUN-08,,"",,,"",""
"T03",2008,31,11-JUN-08,,"",,,"",""
"T03",2008,52,11-JUN-08,,"",,,"",""
"T03",2008,203,11-JUN-08,,"",,,"",""
"T09",2008,406,11-JUN-08,11-JUN-08,"12",0,0,"2",""
"T03",2008,237,11-JUN-08,,"",,,"",""
"T03",2008,243,11-JUN-08,,"",,,"",""
"T03",2008,277,11-JUN-08,,"",,,"",""
"T09",2008,407,11-JUN-08,11-JUN-08,"12",8,315,"1",""
"T09",2008,410,11-JUN-08,11-JUN-08,"12",2,2,"2",""
"T09",2008,405,11-JUN-08,11-JUN-08,"12",0,0,"3",""
"T03",2008,204,11-JUN-08,,"",,,"",""
"T09",2008,419,12-JUN-08,12-JUN-05,"11",5,90,"2",""
"T09",2008,421,12-JUN-08,12-JUN-08,"12",0,0,"3",""
"T09",2008,418,12-JUN-08,12-JUN-08,"11",0,0,"2",""
"T09",2008,428,12-JUN-08,12-JUN-08,"12",1,18,"2",""
"T09",2008,412,12-JUN-08,12-JUN-08,"12",0,0,"3",""
"T09",2008,416,13-JUN-08,13-JUN-08,"11",2,315,"2",""
"T09",2008,436,13-JUN-08,13-JUN-08,"12",5,360,"2",""
"T09",2008,424,13-JUN-08,13-JUN-08,"12",0,0,"3",""
"T09",2008,423,13-JUN-08,13-JUN-08,"12",5,180,"2",""
"T09",2008,417,13-JUN-08,13-JUN-08,"11",4,296,"2",""
"T09",2008,411,16-JUN-08,16-JUN-08,"12",0,0,"3",""
"T09",2008,408,16-JUN-08,16-JUN-08,"13",0,0,"2",""
"T09",2008,409,16-JUN-08,16-JUN-08,"12",1,344,"2",""
"T09",2008,413,17-JUN-08,17-JUN-08,"12",5,270,"2",""
"T09",2008,415,17-JUN-08,17-JUN-08,"12",0,0,"3",""
"T09",2008,414,17-JUN-08,17-JUN-08,"12",3,315,"2",""
"T09",2008,426,18-JUN-08,18-JUN-08,"12",4,135,"2",""
"T09",2008,425,18-JUN-08,18-JUN-08,"16",0,0,"3",""
"T09",2008,448,23-JUN-08,23-JUN-08,"11",0,0,"3",""
"T09",2008,447,23-JUN-08,23-JUN-08,"11",3,82,"2",""
"T09",2008,427,23-JUN-08,23-JUN-08,"12",2,186,"2",""
"T09",2008,502,24-JUN-08,24-JUN-08,"12",4,90,"2",""
"T04",2008,507,25-JUN-08,25-JUN-08,"",,,"",""
"T04",2008,206,25-JUN-08,25-JUN-08,"",,,"",""
"T04",2008,226,25-JUN-08,25-JUN-08,"",,,"",""
"T04",2008,509,25-JUN-08,25-JUN-08,"",,,"",""
"T04",2008,184,26-JUN-08,26-JUN-08,"",,,"",""
"T10",2008,666,26-JUN-08,26-JUN-08,"",,,"",""
"T04",2008,164,26-JUN-08,26-JUN-08,"",,,"",""
"T04",2008,801,26-JUN-08,26-JUN-08,"",,,"",""
"T04",2008,800,26-JUN-08,26-JUN-08,"",,,"",""
"T10",2008,3,26-JUN-08,26-JUN-08,"",,,"",""
"T04",2008,2,27-JUN-08,27-JUN-08,"",,,"",""
"T04",2008,13,27-JUN-08,27-JUN-08,"",,,"",""
"T04",2008,21,27-JUN-08,27-JUN-08,"",,,"",""
"T09",2008,446,27-JUN-08,27-JUN-08,"11",1,70,"2",""
"T04",2008,1,27-JUN-08,27-JUN-08,"",,,"",""
"T09",2008,449,27-JUN-08,27-JUN-08,"11",1,71,"2",""
"T04",2008,78,30-JUN-08,30-JUN-08,"",,,"",""
"T04",2008,138,30-JUN-08,30-JUN-08,"",,,"",""
"T04",2008,502,30-JUN-08,30-JUN-08,"",,,"",""
"T04",2008,505,30-JUN-08,30-JUN-08,"",,,"",""
"T04",2008,16,01-JUL-08,01-JUL-08,"",,,"",""
"T04",2008,19,01-JUL-08,01-JUL-08,"",,,"",""
"T04",2008,61,01-JUL-08,01-JUL-08,"",,,"",""
"T04",2008,71,01-JUL-08,01-JUL-08,"",,,"",""
"T04",2008,500,01-JUL-08,01-JUL-08,"",,,"",""
"T04",2008,501,01-JUL-08,01-JUL-08,"",,,"",""
"T04",2008,371,02-JUL-08,02-JUL-08,"",,,"",""
"T07",2008,152,03-JUL-08,03-JUL-08,"16",12,180,"2",""
"T07",2008,151,03-JUL-08,03-JUL-08,"16",11,178,"1",""
"T03",2008,370,03-JUL-08,,"",,,"",""
"T03",2008,351,03-JUL-08,,"",,,"",""
"T03",2008,333,03-JUL-08,,"",,,"",""
"T10",2008,162,03-JUL-08,03-JUL-08,"",,,"",""
"T10",2008,444,03-JUL-08,03-JUL-08,"",,,"",""
"T07",2008,278,04-JUL-08,04-JUL-08,"16",9,324,"2",""
"T07",2008,277,04-JUL-08,04-JUL-08,"16",3,284,"2",""
"T07",2008,308,04-JUL-08,04-JUL-08,"16",10,282,"2",""
"T08",2008,72,04-JUL-08,04-JUL-08,"",,,"",""
"T08",2008,61,04-JUL-08,04-JUL-08,"",,,"",""
"T08",2008,32,04-JUL-08,04-JUL-08,"",,,"",""
"T08",2008,239,04-JUL-08,04-JUL-08,"",,,"",""
"T08",2008,218,04-JUL-08,04-JUL-08,"",,,"",""
"T08",2008,194,04-JUL-08,04-JUL-08,"",,,"",""
"T04",2008,449,06-JUL-08,06-JUL-08,"",,,"",""
"T04",2008,399,06-JUL-08,06-JUL-08,"",,,"",""
"T04",2008,411,06-JUL-08,06-JUL-08,"",,,"",""
"T04",2008,444,06-JUL-08,06-JUL-08,"",,,"",""
"T04",2008,450,06-JUL-08,06-JUL-08,"",,,"",""
"T07",2008,436,07-JUL-08,07-JUL-08,"16",4,0,"2",""
"T07",2008,1,08-JUL-08,08-JUL-08,"15",3,142,"2",""
"T08",2008,104,08-JUL-08,08-JUL-08,"",,,"",""
"T07",2008,2,08-JUL-08,08-JUL-08,"15",7,210,"2",""
"T07",2008,30,08-JUL-08,08-JUL-08,"15",4,255,"2",""
"T07",2008,6,08-JUL-08,08-JUL-08,"15",6,127,"2",""
"T08",2008,327,08-JUL-08,,"",,,"",""
"T07",2008,47,09-JUL-08,09-JUL-08,"16",18,117,"3",""
"T07",2008,59,09-JUL-08,09-JUL-08,"16",22,120,"3",""
"T10",2008,28,10-JUL-08,10-JUL-08,"",,,"",""
"T10",2008,11,10-JUL-08,10-JUL-08,"",,,"",""
"T08",2008,420,11-JUL-08,,"",,,"",""
"T08",2008,173,11-JUL-08,11-JUL-08,"",,,"",""
"T08",2008,421,11-JUL-08,11-JUL-08,"",,,"",""
"T08",2008,168,12-JUL-08,08-JUL-08,"",,,"",""
"T04",2008,454,13-JUL-08,13-JUL-08,"",,,"",""
"T04",2008,372,13-JUL-08,13-JUL-08,"",,,"",""
"T07",2008,320,14-JUL-08,14-JUL-08,"16",18,122,"2",""
"T07",2008,102,14-JUL-08,14-JUL-08,"16",8,260,"2",""
"T07",2008,156,14-JUL-08,14-JUL-08,"16",6,100,"2",""
"T07",2008,272,14-JUL-08,14-JUL-08,"16",15,244,"3",""
"T04",2008,307,15-JUL-08,15-JUL-08,"",,,"",""
"T11",2008,901,15-JUL-08,15-JUL-08,"16",15,200,"3","CG10a"
"T08",2008,423,15-JUL-08,15-JUL-08,"",,,"",""
"T08",2008,422,15-JUL-08,,"",,,"",""
"T04",2008,396,15-JUL-08,15-JUL-08,"",,,"",""
"T04",2008,348,15-JUL-08,15-JUL-08,"",,,"",""
"T04",2008,326,15-JUL-08,15-JUL-08,"",,,"",""
"T05",2008,336,15-JUL-08,,"",,,"",""
"T05",2008,334,15-JUL-08,,"",,,"",""
"T05",2008,332,15-JUL-08,,"",,,"",""
"T05",2008,329,15-JUL-08,,"",,,"",""
"T05",2008,323,15-JUL-08,,"",,,"",""
"T05",2008,318,15-JUL-08,,"",,,"",""
"T07",2008,451,15-JUL-08,15-JUL-08,"16",32,278,"2",""
"T04",2008,419,16-JUL-08,16-JUL-08,"",,,"",""
"T04",2008,404,16-JUL-08,16-JUL-08,"",,,"",""
"T04",2008,402,16-JUL-08,16-JUL-08,"",,,"",""
"T05",2008,256,16-JUL-08,,"",,,"",""
"T04",2008,390,16-JUL-08,16-JUL-08,"",,,"",""
"T04",2008,429,16-JUL-08,16-JUL-08,"",,,"",""
"T08",2008,416,16-JUL-08,16-JUL-08,"",,,"",""
"T05",2008,51,16-JUL-08,,"",,,"",""
"T05",2008,91,16-JUL-08,,"",,,"",""
"T08",2008,401,16-JUL-08,,"",,,"",""
"T05",2008,118,16-JUL-08,,"",,,"",""
"T04",2008,428,16-JUL-08,16-JUL-08,"",,,"",""
"T10",2008,47,17-JUL-08,17-JUL-08,"",,,"",""
"T05",2008,343,17-JUL-08,,"",,,"",""
"T10",2008,99,17-JUL-08,17-JUL-08,"",,,"",""
"T05",2008,344,17-JUL-08,,"",,,"",""
"T10",2008,148,17-JUL-08,17-JUL-08,"",,,"",""
"T10",2008,56,17-JUL-08,17-JUL-08,"",,,"",""
"T11",2008,902,18-JUL-08,18-JUL-08,"16",15,200,"3","CG10a"
"T04",2008,310,21-JUL-08,21-JUL-08,"",,,"",""
"T04",2008,254,21-JUL-08,21-JUL-08,"",,,"",""
"T04",2008,251,21-JUL-08,21-JUL-08,"",,,"",""
"T04",2008,247,21-JUL-08,21-JUL-08,"",,,"",""
"T04",2008,611,21-JUL-08,21-JUL-08,"",,,"",""
"T05",2008,9,21-JUL-08,,"",,,"",""
"T05",2008,26,21-JUL-08,,"",,,"",""
"T05",2008,210,21-JUL-08,,"",,,"",""
"T05",2008,289,21-JUL-08,,"",,,"",""
"T11",2008,913,22-JUL-08,22-JUL-08,"16",10,315,"1","U5a"
"T07",2008,305,23-JUL-08,23-JUL-08,"16",13,150,"2",""
"T10",2008,34,24-JUL-08,24-JUL-08,"",,,"",""
"T10",2008,219,24-JUL-08,24-JUL-08,"",,,"",""
"T10",2008,32,24-JUL-08,24-JUL-08,"",,,"",""
"T10",2008,50,24-JUL-08,24-JUL-08,"",,,"",""
"T10",2008,14,24-JUL-08,24-JUL-08,"",,,"",""
"T11",2008,914,30-JUL-08,30-JUL-08,"16",10,315,"1","U5a"
"T11",2008,915,08-AUG-08,08-AUG-08,"18",5,95,"1","M6"
"T11",2008,916,08-AUG-08,08-AUG-08,"18",5,116,"2","M6"
"T11",2008,909,12-AUG-08,12-AUG-08,"15",2,180,"1","M15b"
"T11",2008,910,12-AUG-08,12-AUG-08,"15",2,175,"2","M15b"
"T11",2008,905,14-AUG-08,14-AUG-08,"15",40,35,"2","H18a"
"T11",2008,906,14-AUG-08,14-AUG-08,"15",40,2,"2","H18a"
